S.No.,Combination,Mean Absolute Error,Mean Squared Error
405,SJR+H-Index+Total Docs(3years)+Total Refs+Ref/Doc,53.651816390146784,2878.6872165824716
406,SJR+H-Index+Total Docs(3years)+Total Refs+Cites/Docs(2years),7.098600167781164,50.55993896247019
407,SJR+H-Index+Total Docs(3years)+Total Refs+Cites/Docs(2years)+Ref/Doc,2.4108126424201903,5.981832217300464
408,SJR+H-Index+Total Docs(3years)+Total Refs+Citable Docs(3years),2.6313101474278106e+17,6.923793091956552e+34
409,SJR+H-Index+Total Docs(3years)+Total Refs+Citable Docs(3years)+Ref/Doc,7021111990049791.0,4.929601357682093e+31
410,SJR+H-Index+Total Docs(3years)+Total Refs+Citable Docs(3years)+Cites/Docs(2years),2.374008773441531e+16,5.635917656377324e+32
411,SJR+H-Index+Total Docs(3years)+Total Refs+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,1.0428722840485938,1.257397221284179
412,SJR+H-Index+Total Docs(3years)+Total Refs+Total Cites(3years),2.946328709130741e+17,8.680852862248058e+34
413,SJR+H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Ref/Doc,1.3009475966632115e+18,1.6924646492637873e+36
414,SJR+H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Cites/Docs(2years),6.533002495183383e+16,4.2680121602072546e+33
415,SJR+H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,40.53081804135907,1642.9170257222074
416,SJR+H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years),8.724898683022824e+17,7.612385702901333e+35
417,SJR+H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,2.881258724771297e+17,8.301651839070663e+34
418,SJR+H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),1.6530911761185174e+17,2.7327104365609e+34
419,SJR+H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,1.5939033374992195e+17,2.540527849291141e+34
420,SJR+H-Index+Total Docs(2017),1.8909315850515058,3.745436879792849
